R:A::C:P,0 6,1,2,3 4 5
0 6,0.12284482758620689,0.039511494252873564,0.033764367816091954,0.13793103448275862
1,0.09482758620689655,0.07255747126436782,0.028017241379310345,0.07830459770114942
2,0.05531609195402299,0.035919540229885055,0.029454022988505746,0.07686781609195402
3 4 5,0.05172413793103448,0.020114942528735632,0.029454022988505746,0.09339080459770115
