R:A::C:P,0 1 6,2,3 5,4
0 1 6,0.6934865900383141,0.574468085106383,0.49557522123893805,0.6896551724137931
2,0.18007662835249041,0.2553191489361702,0.26548672566371684,0.1724137931034483
3 5,0.0842911877394636,0.11702127659574468,0.168141592920354,0.13793103448275862
4,0.0421455938697318,0.05319148936170213,0.07079646017699115,0.0
