R:A::C:P,0,1,2,3,4,5,6,7,p
0,24,7,3,3,4,0,0,1,0
1,28,30,21,12,9,5,1,0,8
2,7,14,13,6,4,8,0,1,1
3,0,0,5,3,1,1,1,0,1
4,1,0,1,2,3,1,0,0,3
5,0,1,2,3,0,1,1,0,0
6,1,0,1,0,0,1,1,0,2
7,2,0,0,0,0,0,0,1,1
p,3,1,1,1,0,0,2,0,3
