R:A::C:P,0,1,2,3,4,5,6,7,p
0,0.36363636363636365,0.1320754716981132,0.06382978723404255,0.1,0.19047619047619047,0.0,0.0,0.3333333333333333,0.0
1,0.42424242424242425,0.5660377358490566,0.44680851063829785,0.4,0.42857142857142855,0.29411764705882354,0.16666666666666666,0.0,0.42105263157894735
2,0.10606060606060606,0.2641509433962264,0.2765957446808511,0.2,0.19047619047619047,0.47058823529411764,0.0,0.3333333333333333,0.05263157894736842
3,0.0,0.0,0.10638297872340426,0.1,0.047619047619047616,0.058823529411764705,0.16666666666666666,0.0,0.05263157894736842
4,0.015151515151515152,0.0,0.02127659574468085,0.06666666666666667,0.14285714285714285,0.058823529411764705,0.0,0.0,0.15789473684210525
5,0.0,0.018867924528301886,0.0425531914893617,0.1,0.0,0.058823529411764705,0.16666666666666666,0.0,0.0
6,0.015151515151515152,0.0,0.02127659574468085,0.0,0.0,0.058823529411764705,0.16666666666666666,0.0,0.10526315789473684
7,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.05263157894736842
p,0.045454545454545456,0.018867924528301886,0.02127659574468085,0.03333333333333333,0.0,0.0,0.3333333333333333,0.0,0.15789473684210525
