R:A::C:P,0,1,2,3,4,5,6,7,p
0,0.0916030534351145,0.026717557251908396,0.011450381679389313,0.011450381679389313,0.015267175572519083,0.0,0.0,0.003816793893129771,0.0
1,0.10687022900763359,0.11450381679389313,0.08015267175572519,0.04580152671755725,0.03435114503816794,0.019083969465648856,0.003816793893129771,0.0,0.030534351145038167
2,0.026717557251908396,0.05343511450381679,0.04961832061068702,0.022900763358778626,0.015267175572519083,0.030534351145038167,0.0,0.003816793893129771,0.003816793893129771
3,0.0,0.0,0.019083969465648856,0.011450381679389313,0.003816793893129771,0.003816793893129771,0.003816793893129771,0.0,0.003816793893129771
4,0.003816793893129771,0.0,0.003816793893129771,0.007633587786259542,0.011450381679389313,0.003816793893129771,0.0,0.0,0.011450381679389313
5,0.0,0.003816793893129771,0.007633587786259542,0.011450381679389313,0.0,0.003816793893129771,0.003816793893129771,0.0,0.0
6,0.003816793893129771,0.0,0.003816793893129771,0.0,0.0,0.003816793893129771,0.003816793893129771,0.0,0.007633587786259542
7,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.003816793893129771
p,0.011450381679389313,0.003816793893129771,0.003816793893129771,0.003816793893129771,0.0,0.0,0.007633587786259542,0.0,0.011450381679389313
