R:A::C:P,0,1 2 3,4 5,6
0,0.022988505747126436,0.020833333333333332,0.007902298850574713,0.0014367816091954023
1 2 3,0.10632183908045977,0.2478448275862069,0.125,0.0653735632183908
4 5,0.017959770114942528,0.05387931034482758,0.03735632183908046,0.01221264367816092
6,0.035201149425287355,0.09410919540229885,0.08836206896551724,0.06321839080459771
