R:A::C:P,0 3 4,1 5,2
0 3 4,0.4166666666666667,0.375,0.20833333333333334
1 5,0.3783783783783784,0.32432432432432434,0.2972972972972973
2,0.5263157894736842,0.15789473684210525,0.3157894736842105
