R:A::C:P,0 5 6,1,2 3 4
0 5 6,0.5698924731182796,0.10752688172043011,0.3225806451612903
1,0.4578313253012048,0.18674698795180722,0.35542168674698793
2 3 4,0.36752136752136755,0.15384615384615385,0.47863247863247865
