R:A::C:P,0 5,1,2 3,4,6
0 5,0.3941176470588235,0.18235294117647058,0.22941176470588234,0.11764705882352941,0.07647058823529412
1,0.30708661417322836,0.2650918635170604,0.19160104986876642,0.13123359580052493,0.10498687664041995
2 3,0.28116710875331563,0.16180371352785147,0.2917771883289125,0.129973474801061,0.13527851458885942
4,0.2328767123287671,0.0684931506849315,0.3972602739726027,0.2191780821917808,0.0821917808219178
6,0.29923273657289,0.09207161125319693,0.24296675191815856,0.14066496163682865,0.22506393861892582
