R:A::C:P,0 5,1,2 3,4,6
0 5,0.1580188679245283,0.13247863247863248,0.11271676300578035,0.10526315789473684,0.06565656565656566
1,0.2759433962264151,0.43162393162393164,0.21098265895953758,0.2631578947368421,0.20202020202020202
2 3,0.25,0.2606837606837607,0.3179190751445087,0.2578947368421053,0.25757575757575757
4,0.04009433962264151,0.021367521367521368,0.0838150289017341,0.08421052631578947,0.030303030303030304
6,0.2759433962264151,0.15384615384615385,0.2745664739884393,0.2894736842105263,0.4444444444444444
