R:A::C:P,0 2 5,1 6,3 4
0 2 5,0.19946808510638298,0.13031914893617022,0.09042553191489362
1 6,0.21010638297872342,0.15691489361702127,0.11702127659574468
3 4,0.0398936170212766,0.013297872340425532,0.0425531914893617
