R:A::C:P,0,1,2 3,4 5 6
0,0.4117647058823529,0.17647058823529413,0.23529411764705882,0.17647058823529413
1,0.29646017699115046,0.1902654867256637,0.2610619469026549,0.252212389380531
2 3,0.13793103448275862,0.15862068965517243,0.4068965517241379,0.296551724137931
4 5 6,0.1724137931034483,0.09195402298850575,0.25287356321839083,0.4827586206896552
