R:A::C:P,0,1 4 6,2 3 5
0,0.4666666666666667,0.3333333333333333,0.2
1 4 6,0.25510204081632654,0.47959183673469385,0.2653061224489796
2 3 5,0.125,0.4666666666666667,0.4083333333333333
