R:A::C:P,0,1 2,3 4,5 6
0,0.3230769230769231,0.1232876712328767,0.12307692307692308,0.09090909090909091
1 2,0.6153846153846154,0.7397260273972602,0.6153846153846154,0.7727272727272727
3 4,0.015384615384615385,0.0821917808219178,0.18461538461538463,0.09090909090909091
5 6,0.046153846153846156,0.0547945205479452,0.07692307692307693,0.045454545454545456
