R:A::C:P,0,1 2,3 4,5 6
0,0.5,0.21428571428571427,0.19047619047619047,0.09523809523809523
1 2,0.23809523809523808,0.32142857142857145,0.23809523809523808,0.20238095238095238
3 4,0.043478260869565216,0.2608695652173913,0.5217391304347826,0.17391304347826086
5 6,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.14285714285714285
