R:A::C:P,0,1,2,3,4 5,6
0,23,13,6,5,21,5
1,60,70,35,31,49,35
2,23,31,30,24,51,13
3,4,8,9,9,14,6
4 5,14,8,14,11,36,13
6,12,17,12,15,37,17
