R:A::C:P,0 1 2,3 4,5 6
0 1 2,0.6402439024390244,0.45108695652173914,0.391304347826087
3 4,0.10975609756097561,0.16032608695652173,0.11956521739130435
5 6,0.25,0.38858695652173914,0.4891304347826087
