R:A::C:P,0,1 4,2 5,3 6
0,0.022988505747126436,0.017959770114942528,0.008620689655172414,0.0035919540229885057
1 4,0.07183908045977011,0.1235632183908046,0.0639367816091954,0.0668103448275862
2 5,0.040229885057471264,0.07902298850574713,0.07040229885057471,0.07686781609195402
3 6,0.04741379310344827,0.08405172413793104,0.09985632183908046,0.12284482758620689
