R:A::C:P,0 3 4,1 2,5
0 3 4,0.29411764705882354,0.27906976744186046,0.6666666666666666
1 2,0.7058823529411765,0.6976744186046512,0.3333333333333333
5,0.0,0.023255813953488372,0.0
