R:A::C:P,0,1 3,2,4 5,6
0,0.12598425196850394,0.05339805825242718,0.041666666666666664,0.030555555555555555,0.010101010101010102
1 3,0.42913385826771655,0.3907766990291262,0.32142857142857145,0.29444444444444445,0.2676767676767677
2,0.15354330708661418,0.21601941747572814,0.24404761904761904,0.18888888888888888,0.1919191919191919
4 5,0.0984251968503937,0.11893203883495146,0.15476190476190477,0.14444444444444443,0.08585858585858586
6,0.19291338582677164,0.220873786407767,0.23809523809523808,0.3416666666666667,0.4444444444444444
