R:A::C:P,0,1 3,2,4 5,6
0,0.43243243243243246,0.2972972972972973,0.0945945945945946,0.14864864864864866,0.02702702702702703
1 3,0.22567287784679088,0.3333333333333333,0.11180124223602485,0.2194616977225673,0.10973084886128365
2,0.14181818181818182,0.3236363636363636,0.14909090909090908,0.24727272727272728,0.13818181818181818
4 5,0.14792899408284024,0.28994082840236685,0.15384615384615385,0.3076923076923077,0.10059171597633136
6,0.12531969309462915,0.23273657289002558,0.10230179028132992,0.3145780051150895,0.22506393861892582
