R:A::C:P,0 5,1,2,3,4,6
0 5,24,5,7,5,5,4
1,40,14,22,13,13,12
2,12,8,10,8,6,10
3,2,1,3,4,1,1
4,1,0,2,2,5,1
6,2,1,0,3,0,0
