R:A::C:P,0,1 4,2 5 6,3
0,0.4666666666666667,0.25,0.23333333333333334,0.05
1 4,0.2722222222222222,0.3277777777777778,0.3,0.1
2 5 6,0.13157894736842105,0.3157894736842105,0.43859649122807015,0.11403508771929824
3,0.045454545454545456,0.2727272727272727,0.5454545454545454,0.13636363636363635
