R:A::C:P,0 1,2 5,3,4,6
0 1,0.75,0.4473684210526316,0.5405405405405406,0.49122807017543857,0.5555555555555556
2 5,0.20394736842105263,0.3157894736842105,0.32432432432432434,0.21052631578947367,0.35185185185185186
3,0.013157894736842105,0.13157894736842105,0.08108108108108109,0.08771929824561403,0.037037037037037035
4,0.013157894736842105,0.02631578947368421,0.02702702702702703,0.12280701754385964,0.037037037037037035
6,0.019736842105263157,0.07894736842105263,0.02702702702702703,0.08771929824561403,0.018518518518518517
