R:A::C:P,0 1,2 3,4 5,6
0 1,0.46794871794871795,0.2692307692307692,0.16666666666666666,0.09615384615384616
2 3,0.24242424242424243,0.3787878787878788,0.21212121212121213,0.16666666666666666
4 5,0.15789473684210525,0.47368421052631576,0.2631578947368421,0.10526315789473684
6,0.3333333333333333,0.5,0.16666666666666666,0.0
