R:A::C:P,0 3,1 6,2 5,4
0 3,0.11336032388663968,0.04048582995951417,0.04048582995951417,0.024291497975708502
1 6,0.20242914979757085,0.10931174089068826,0.1214574898785425,0.05263157894736842
2 5,0.07692307692307693,0.07692307692307693,0.0728744939271255,0.024291497975708502
4,0.012145748987854251,0.004048582995951417,0.008097165991902834,0.020242914979757085
