R:A::C:P,0 3,1 6,2 5,4
0 3,0.28,0.17543859649122806,0.16666666666666666,0.2
1 6,0.5,0.47368421052631576,0.5,0.43333333333333335
2 5,0.19,0.3333333333333333,0.3,0.2
4,0.03,0.017543859649122806,0.03333333333333333,0.16666666666666666
