R:A::C:P,0 4,1,2 3 5 6
0 4,0.15079365079365079,0.05555555555555555,0.03968253968253968
1,0.14285714285714285,0.1746031746031746,0.15079365079365079
2 3 5 6,0.06349206349206349,0.031746031746031744,0.19047619047619047
