R:A::C:P,comedy,history,tragedy
comedy,0.3015267175572519,0.04580152671755725,0.09541984732824428
history,0.03435114503816794,0.20229007633587787,0.022900763358778626
tragedy,0.07251908396946564,0.061068702290076333,0.16412213740458015
