R:A::C:P,0 3,1,2 5,4 6
0 3,0.048132183908045974,0.021551724137931036,0.03089080459770115,0.02586206896551724
1,0.09051724137931035,0.07255747126436782,0.04597701149425287,0.06465517241379311
2 5,0.08189655172413793,0.04454022988505747,0.07040229885057471,0.06968390804597702
4 6,0.08979885057471264,0.029454022988505746,0.09554597701149425,0.11853448275862069
