R:A::C:P,0 3,1,2 5,4 6
0 3,0.1550925925925926,0.1282051282051282,0.12721893491124261,0.09278350515463918
1,0.2916666666666667,0.43162393162393164,0.1893491124260355,0.23195876288659795
2 5,0.2638888888888889,0.26495726495726496,0.28994082840236685,0.25
4 6,0.28935185185185186,0.1752136752136752,0.39349112426035504,0.4252577319587629
