R:A::C:P,0 1,2 3,4 5,6
0 1,0.5523809523809524,0.2571428571428571,0.19047619047619047,0.0
2 3,0.21951219512195122,0.5609756097560976,0.17073170731707318,0.04878048780487805
4 5,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.09090909090909091
6,0.5,0.5,0.0,0.0
