R:A::C:P,0 1,2 3,4 5,6
0 1,0.8285714285714286,0.48214285714285715,0.6666666666666666,0.0
2 3,0.12857142857142856,0.4107142857142857,0.23333333333333334,0.6666666666666666
4 5,0.02857142857142857,0.08928571428571429,0.1,0.3333333333333333
6,0.014285714285714285,0.017857142857142856,0.0,0.0
