name,overall,average
R2,0.5192926045016077,0.319742284979752,0.26620316016745527,0.17167779759758023
Mac,0.4058641975308642,0.2681603555808983,0.26662617863434074,0.16391310234876894
Tit,0.3821292775665399,0.15660734705546028,0.15278697639430586,-0.020143187477345743
R3,0.381243628950051,0.2752441157455581,0.2066636609111157,0.11707272635399456
3H6,0.3719599427753934,0.3474145925571377,0.31002794576570236,0.19747187682062314
1H4,0.3541666666666667,0.2577081142369166,0.2251337636017066,0.1198778591299037
2H6,0.33844678811121764,0.19789303502824876,0.1913869740947153,0.1025903180185729
2H4,0.32977461447212336,0.32303864036317576,0.22355326161728747,0.14077057491941253
Cor,0.3264781491002571,0.27429363208944335,0.26673390874736813,0.14173240167825837
MV,0.323943661971831,0.19260365658931233,0.18665357984015762,0.09108356808393817
H5,0.31971153846153844,0.2727992870418308,0.24386623128570434,0.15812667866572708
TGV,0.3157894736842105,0.2724612611351434,0.2620331140549273,0.13287262113465398
JC,0.30985915492957744,0.2246044160113042,0.22925502469185838,0.12811439573041533
WT,0.3002754820936639,0.23792862939374354,0.25401147809351077,0.1384027567881678
Lr,0.2992592592592593,0.18532193056059978,0.16762030550216037,0.04659133586444555
TNK,0.2785185185185185,0.2311491656903541,0.23105093365088067,0.11559370462004932
Jn,0.2730263157894737,0.2649380436077684,0.1766475501802679,0.07293931915601612
Rom,0.2694610778443114,0.23350124891242238,0.1663211322707443,0.07477010972658184
Wiv,0.2672897196261682,0.368744728165018,0.24018252386410607,0.1215000275833542
LLL,0.2671232876712329,0.25086622728011737,0.20125309931310448,0.11997967471417283
Oth,0.2634315424610052,0.17155476870150782,0.1124780058824294,0.020735648311856356
Tim,0.2603305785123967,0.21970508033353764,0.19731540897109276,0.06318101819443754
MM,0.2594059405940594,0.20994275684580455,0.2137410019242639,0.09058611069990692
AYL,0.2564516129032258,0.26099487252000053,0.23555178429613718,0.14479105336959097
Err,0.25073746312684364,0.2656252780485528,0.19875398739857997,0.07886680757767607
TN,0.25,0.15612584230331672,0.1614467922354862,0.06021632219374083
Tmp,0.24693877551020407,0.17787122751763784,0.15385001181199823,0.04931726370937793
1H6,0.23678646934460887,0.1998616003209796,0.14099973847460828,0.05626048211413656
Ham,0.23324396782841822,0.2340415337313397,0.20119695093996354,0.11156900874835772
Per,0.231622746185853,0.2252647360219969,0.175594643832272,0.08461339463236568
Ado,0.23113207547169812,0.17683809865137518,0.14461491670034685,0.03951152922029141
MND,0.22493887530562348,0.22127450980392158,0.156695823377851,0.07121587406139092
Cym,0.22018348623853212,0.20572089947089944,0.15912008679306897,0.07955973330022055
Shr,0.19751381215469613,0.21019768561232202,0.14037382225869371,0.0702709636677826
Tro,0.19158878504672897,0.17089264689081532,0.14614064341893676,0.04224403081241681
H8,0.1900647948164147,0.1865457016376295,0.15045599158747663,0.044800504128275444
AWW,0.18482490272373542,0.2901072910568288,0.21552098820161678,0.11247535223953804
Ant,0.16303099885189437,0.12418343777496135,0.1185494035757548,0.017497657022806087
