R:A::C:P,0 2 4,1 3 6,5
0 2 4,0.18181818181818182,0.1267605633802817,0.05505761843790013
1 3 6,0.23687580025608196,0.26632522407170295,0.06017925736235595
5,0.026888604353393086,0.030729833546734954,0.015364916773367477
