R:A::C:P,0 3,1,2 6,4 5
0 3,0.048132183908045974,0.021551724137931036,0.02658045977011494,0.03017241379310345
1,0.09051724137931035,0.07255747126436782,0.05675287356321839,0.05387931034482758
2 6,0.1307471264367816,0.0617816091954023,0.14870689655172414,0.1372126436781609
4 5,0.040948275862068964,0.01221264367816092,0.03089080459770115,0.03735632183908046
