R:A::C:P,0 5 6,1 4,2 3
0 5 6,0.12698412698412698,0.0873015873015873,0.031746031746031744
1 4,0.15873015873015872,0.21428571428571427,0.12698412698412698
2 3,0.06349206349206349,0.05555555555555555,0.1349206349206349
