R:A::C:P,0 1,2 6,3,4 5
0 1,0.5523809523809524,0.12380952380952381,0.13333333333333333,0.19047619047619047
2 6,0.25,0.2777777777777778,0.3333333333333333,0.1388888888888889
3,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857
4 5,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.2727272727272727
