R:A::C:P,0,1 3,2 4 5,6
0,0.4666666666666667,0.18333333333333332,0.26666666666666666,0.08333333333333333
1 3,0.2553191489361702,0.2765957446808511,0.324468085106383,0.14361702127659576
2 4 5,0.14285714285714285,0.26785714285714285,0.4017857142857143,0.1875
6,0.0625,0.1875,0.6875,0.0625
