R:A::C:P,0 1 3 6,2 5,4
0 1 3 6,0.640295358649789,0.22679324894514769,0.13291139240506328
2 5,0.6064690026954178,0.2641509433962264,0.1293800539083558
4,0.4383561643835616,0.3424657534246575,0.2191780821917808
