R:A::C:P,comedy,history,tragedy
comedy,0.7317073170731707,0.07317073170731707,0.1951219512195122
history,0.11764705882352941,0.7647058823529411,0.11764705882352941
tragedy,0.3103448275862069,0.13793103448275862,0.5517241379310345
