R:A::C:P,0,1 6,2 3 4 5
0,0.4666666666666667,0.21666666666666667,0.31666666666666665
1 6,0.26373626373626374,0.3241758241758242,0.41208791208791207
2 3 4 5,0.12686567164179105,0.30597014925373134,0.5671641791044776
