R:A::C:P,0,1 6,2 3 4 5
0,0.3010752688172043,0.11504424778761062,0.11176470588235295
1 6,0.5161290322580645,0.5221238938053098,0.4411764705882353
2 3 4 5,0.1827956989247312,0.36283185840707965,0.4470588235294118
