R:A::C:P,0 3,1 2 5 6,4
0 3,0.21875,0.19202898550724637,0.1206896551724138
1 2 5 6,0.7604166666666666,0.7355072463768116,0.8793103448275862
4,0.020833333333333332,0.07246376811594203,0.0
