R:A::C:P,0,1,2 4,3 5 6
0,0.4117647058823529,0.17647058823529413,0.22058823529411764,0.19117647058823528
1,0.29646017699115046,0.1902654867256637,0.29646017699115046,0.2168141592920354
2 4,0.14814814814814814,0.16296296296296298,0.28888888888888886,0.4
3 5 6,0.15463917525773196,0.09278350515463918,0.31958762886597936,0.4329896907216495
