R:A::C:P,0,1,2 4,3 5 6
0,0.2153846153846154,0.13953488372093023,0.09868421052631579,0.08227848101265822
1,0.5153846153846153,0.5,0.4407894736842105,0.310126582278481
2 4,0.15384615384615385,0.2558139534883721,0.2565789473684211,0.34177215189873417
3 5 6,0.11538461538461539,0.10465116279069768,0.20394736842105263,0.26582278481012656
