R:A::C:P,0,1,2 4,3 5 6
0,0.053231939163498096,0.022813688212927757,0.028517110266159697,0.024714828897338403
1,0.12737642585551331,0.0817490494296578,0.12737642585551331,0.09315589353612168
2 4,0.03802281368821293,0.04182509505703422,0.0741444866920152,0.10266159695817491
3 5 6,0.028517110266159697,0.017110266159695818,0.058935361216730035,0.07984790874524715
