R:A::C:P,0 1 3,2,4,5 6
0 1 3,0.2855313700384123,0.06402048655569782,0.052496798975672214,0.11395646606914213
2,0.0998719590268886,0.03841229193341869,0.03201024327784891,0.0499359795134443
4,0.015364916773367477,0.011523687580025609,0.008962868117797696,0.014084507042253521
5 6,0.08322663252240717,0.02176696542893726,0.04225352112676056,0.06658130601792574
