R:A::C:P,0,1,2 5 6,3 4
0,0.43243243243243246,0.25675675675675674,0.1891891891891892,0.12162162162162163
1,0.24146981627296588,0.2650918635170604,0.27296587926509186,0.2204724409448819
2 5 6,0.1377952755905512,0.12860892388451445,0.45013123359580054,0.28346456692913385
3 4,0.14285714285714285,0.09142857142857143,0.42857142857142855,0.33714285714285713
