R:A::C:P,0,1,2 5 6,3 4
0,0.12598425196850394,0.0811965811965812,0.026119402985074626,0.024456521739130436
1,0.36220472440944884,0.43162393162393164,0.19402985074626866,0.22826086956521738
2 5 6,0.41338582677165353,0.4188034188034188,0.6399253731343284,0.5869565217391305
3 4,0.0984251968503937,0.06837606837606838,0.13992537313432835,0.16032608695652173
