R:A::C:P,0 1,2,3,4 5 6
0 1,0.4444444444444444,0.07936507936507936,0.047619047619047616,0.1111111111111111
2,0.06349206349206349,0.07142857142857142,0.03968253968253968,0.03968253968253968
3,0.0,0.007936507936507936,0.015873015873015872,0.015873015873015872
4 5 6,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872
