R:A::C:P,0 1,2,3,4 5,6
0 1,0.28517110266159695,0.09505703422053231,0.04752851711026616,0.10646387832699619,0.024714828897338403
2,0.07034220532319392,0.045627376425855515,0.039923954372623575,0.03612167300380228,0.019011406844106463
3,0.011406844106463879,0.017110266159695818,0.009505703422053232,0.017110266159695818,0.009505703422053232
4 5,0.024714828897338403,0.013307984790874524,0.015209125475285171,0.024714828897338403,0.017110266159695818
6,0.019011406844106463,0.0076045627376425855,0.005703422053231939,0.022813688212927757,0.015209125475285171
