R:A::C:P,0 3,1 5,2,4
0 3,0.4090909090909091,0.4090909090909091,0.18181818181818182,0.0
1 5,0.3783783783783784,0.32432432432432434,0.2972972972972973,0.0
2,0.5263157894736842,0.15789473684210525,0.3157894736842105,0.0
4,0.0,0.0,0.5,0.5
