R:A::C:P,0,1 2 3 4,5 6
0,0.4666666666666667,0.36666666666666664,0.16666666666666666
1 2 3 4,0.21201413427561838,0.5795053003533569,0.20848056537102475
5 6,0.15151515151515152,0.5454545454545454,0.30303030303030304
