R:A::C:P,0 5 6,1,2,3,4
0 5 6,0.27522935779816515,0.20689655172413793,0.1590909090909091,0.22857142857142856,0.16666666666666666
1,0.47706422018348627,0.4827586206896552,0.5,0.37142857142857144,0.43333333333333335
2,0.2018348623853211,0.27586206896551724,0.22727272727272727,0.22857142857142856,0.2
3,0.027522935779816515,0.034482758620689655,0.06818181818181818,0.11428571428571428,0.03333333333333333
4,0.01834862385321101,0.0,0.045454545454545456,0.05714285714285714,0.16666666666666666
