R:A::C:P,0 5 6,1,2,3,4
0 5 6,0.5357142857142857,0.10714285714285714,0.125,0.14285714285714285,0.08928571428571429
1,0.45614035087719296,0.12280701754385964,0.19298245614035087,0.11403508771929824,0.11403508771929824
2,0.4074074074074074,0.14814814814814814,0.18518518518518517,0.14814814814814814,0.1111111111111111
3,0.25,0.08333333333333333,0.25,0.3333333333333333,0.08333333333333333
4,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.45454545454545453
