R:A::C:P,0 1 4,2 6,3,5
0 1 4,0.4015957446808511,0.15691489361702127,0.05585106382978723,0.023936170212765957
2 6,0.12234042553191489,0.08776595744680851,0.023936170212765957,0.023936170212765957
3,0.018617021276595744,0.02127659574468085,0.007978723404255319,0.010638297872340425
5,0.013297872340425532,0.013297872340425532,0.010638297872340425,0.007978723404255319
