R:A::C:P,0,1 2 3 4,5 6
0,0.3230769230769231,0.12318840579710146,0.09090909090909091
1 2 3 4,0.6307692307692307,0.8115942028985508,0.8636363636363636
5 6,0.046153846153846156,0.06521739130434782,0.045454545454545456
