R:A::C:P,0,1,2 3,4 5 6
0,0.07446808510638298,0.02127659574468085,0.018617021276595744,0.04521276595744681
1,0.125,0.08244680851063829,0.10106382978723404,0.13297872340425532
2 3,0.02925531914893617,0.047872340425531915,0.0797872340425532,0.11702127659574468
4 5 6,0.018617021276595744,0.005319148936170213,0.034574468085106384,0.06648936170212766
