R:A::C:P,0,1 4,2,3,5 6
0,0.43243243243243246,0.33783783783783783,0.0945945945945946,0.04054054054054054,0.0945945945945946
1 4,0.22026431718061673,0.3788546255506608,0.1211453744493392,0.10352422907488987,0.1762114537444934
2,0.14181818181818182,0.3054545454545455,0.14909090909090908,0.14181818181818182,0.26181818181818184
3,0.16666666666666666,0.2549019607843137,0.14705882352941177,0.14705882352941177,0.28431372549019607
5 6,0.13552361396303902,0.2402464065708419,0.1026694045174538,0.15195071868583163,0.36960985626283366
