R:A::C:P,0,1 4,2,3,5 6
0,0.022988505747126436,0.017959770114942528,0.005028735632183908,0.0021551724137931034,0.005028735632183908
1 4,0.07183908045977011,0.1235632183908046,0.039511494252873564,0.033764367816091954,0.05747126436781609
2,0.028017241379310345,0.0603448275862069,0.029454022988505746,0.028017241379310345,0.05172413793103448
3,0.01221264367816092,0.01867816091954023,0.010775862068965518,0.010775862068965518,0.020833333333333332
5 6,0.04741379310344827,0.08405172413793104,0.035919540229885055,0.05316091954022988,0.12931034482758622
