R:A::C:P,antag,fool,protag
antag,0.4482758620689655,0.20689655172413793,0.3448275862068966
fool,0.21739130434782608,0.6086956521739131,0.17391304347826086
protag,0.34285714285714286,0.11428571428571428,0.5428571428571428
