R:A::C:P,comedy,history,tragedy
comedy,0.4772727272727273,0.22272727272727272,0.3
history,0.16155419222903886,0.6073619631901841,0.2310838445807771
tragedy,0.21323529411764705,0.25183823529411764,0.5349264705882353
