R:A::C:P,0 5,1 4 6,2 3
0 5,0.048132183908045974,0.04597701149425287,0.028017241379310345
1 4 6,0.18031609195402298,0.28520114942528735,0.14152298850574713
2 3,0.07614942528735633,0.11566091954022989,0.07902298850574713
